_id,ltable_id,rtable_id,ltable_title,ltable_artist_name,ltable_year,rtable_song,rtable_artists,rtable_year,gold
110799,326167,54580,"(((b)), ((a)), ((i)), ((l)), ((a)), ((r)), (( )), ((p)), ((e)), ((g)), ((a)), ((d)), ((o)), ((s)))","(((s)), ((e)), ((r)), ((g)), ((i)), ((o)), (( )), ((d)), ((a)), ((l)), ((m)), ((a)))",2002,"(((b)), ((a)), ((i)), ((l)), ((a)), ((r)), (( )), ((p)), ((e)), ((g)), ((a)), ((d)), ((o)), ((s)))","(((l)), ((u)), ((i)), ((s)), (( )), ((g)), ((Ã)), ((³)), ((m)), ((e)), ((z)), (( )), ((e)), ((s)), ((c)), ((o)), ((l)), ((a)), ((r)), ((+)), ((j)), ((u)), ((l)), ((i)), ((o)), (( )), ((s)), ((e)), ((i)), ((j)), ((a)), ((s)), ((+)), ((s)), ((e)), ((r)), ((g)), ((i)), ((o)), (( )), ((d)), ((a)), ((l)), ((m)), ((a)))",2015,1
110922,631380,408787,"(((e)), ((v)), ((e)), ((r)), ((y)), ((d)), ((a)), ((y)), (( )), ((i)), (( )), ((l)), ((o)), ((v)), ((e)), (( )), ((y)), ((o)), ((u)), (( )), ((l)), ((e)), ((s)), ((s)), (( )), ((a)), ((n)), ((d)), (( )), ((l)), ((e)), ((s)), ((s)))","(((k)), ((a)), ((i)), ((s)), ((e)), ((r)), (( )), ((c)), ((h)), ((i)), ((e)), ((f)), ((s)))",2005,"(((e)), ((v)), ((e)), ((r)), ((y)), ((d)), ((a)), ((y)), (( )), ((i)), (( )), ((l)), ((o)), ((v)), ((e)), (( )), ((y)), ((o)), ((u)), (( )), ((l)), ((e)), ((s)), ((s)), (( )), ((&)), (( )), ((l)), ((e)), ((s)), ((s)))","(((r)), ((i)), ((c)), ((k)), ((y)), (( )), ((w)), ((i)), ((l)), ((s)), ((o)), ((n)), ((+)), ((a)), ((n)), ((d)), ((r)), ((e)), ((w)), (( )), ((w)), ((h)), ((i)), ((t)), ((e)), ((+)), ((s)), ((i)), ((m)), ((o)), ((n)), (( )), ((r)), ((i)), ((x)), ((+)), ((n)), ((i)), ((c)), ((k)), (( )), ((b)), ((a)), ((i)), ((n)), ((e)), ((s)), ((+)), ((n)), ((i)), ((c)), ((k)), (( )), ((h)), ((o)), ((d)), ((g)), ((s)), ((o)), ((n)), ((+)), ((k)), ((a)), ((i)), ((s)), ((e)), ((r)), (( )), ((c)), ((h)), ((i)), ((e)), ((f)), ((s)))",2007,1
113490,273298,135470,"(((t)), ((h)), ((a)), ((n)), ((k)), (( )), ((y)), ((o)), ((u)), (( )), ((()), ((f)), ((a)), ((l)), ((e)), ((t)), ((t)), ((i)), ((n)), ((m)), ((e)), (( )), ((b)), ((e)), (( )), ((m)), ((i)), ((c)), ((e)), (( )), ((e)), ((l)), ((f)), (( )), ((a)), ((g)), ((i)), ((n)), (())))","(((s)), ((l)), ((y)), (( )), ((&)), (( )), ((t)), ((h)), ((e)), (( )), ((f)), ((a)), ((m)), ((i)), ((l)), ((y)), (( )), ((s)), ((t)), ((o)), ((n)), ((e)))",1969,"(((t)), ((h)), ((a)), ((n)), ((k)), (( )), ((y)), ((o)), ((u)), (( )), ((()), ((f)), ((a)), ((l)), ((e)), ((t)), ((t)), ((i)), ((n)), ((m)), ((e)), (( )), ((b)), ((e)), (( )), ((m)), ((i)), ((c)), ((e)), (( )), ((e)), ((l)), ((f)), (( )), ((a)), ((g)), ((i)), ((n)), (())))","(((s)), ((l)), ((y)), (( )), ((s)), ((t)), ((o)), ((n)), ((e)), ((+)), ((t)), ((h)), ((e)), (( )), ((c)), ((b)), ((s)), (( )), ((o)), ((r)), ((c)), ((h)), ((e)), ((s)), ((t)), ((r)), ((a)))",1993,1
113845,937077,47463,"(((i)), (( )), ((b)), ((e)), ((l)), ((i)), ((e)), ((v)), ((e)))","(((b)), ((l)), ((e)), ((s)), ((s)), ((i)), ((d)), (( )), ((u)), ((n)), ((i)), ((o)), ((n)), (( )), ((o)), ((f)), (( )), ((s)), ((o)), ((u)), ((l)), ((s)))",1995,"(((i)), (( )), ((b)), ((e)), ((l)), ((i)), ((e)), ((v)), ((e)))","(((b)), ((l)), ((e)), ((s)), ((s)), ((i)), ((d)), (( )), ((u)), ((n)), ((i)), ((o)), ((n)), (( )), ((o)), ((f)), (( )), ((s)), ((o)), ((u)), ((l)), ((s)))",2003,1
114302,862967,199145,"(((m)), ((a)), ((i)), ((n)), (( )), ((t)), ((i)), ((t)), ((l)), ((e)))","(((t)), ((h)), ((e)), (( )), ((b)), ((o)), ((s)), ((t)), ((o)), ((n)), (( )), ((p)), ((o)), ((p)), ((s)), (( )), ((o)), ((r)), ((c)), ((h)), ((e)), ((s)), ((t)), ((r)), ((a)), (( )), ((/)), (( )), ((j)), ((o)), ((h)), ((n)), (( )), ((w)), ((i)), ((l)), ((l)), ((i)), ((a)), ((m)), ((s)))",0,"(((j)), ((a)), ((w)), ((s)), ((:)), (( )), ((m)), ((a)), ((i)), ((n)), (( )), ((t)), ((i)), ((t)), ((l)), ((e)))","(((j)), ((o)), ((h)), ((n)), (( )), ((w)), ((i)), ((l)), ((l)), ((i)), ((a)), ((m)), ((s)))",2008,1
114827,143962,440519,"(((l)), ((a)), (( )), ((d)), ((o)), ((n)), ((n)), ((a)), (( )), ((Ã)), ((¨)), (( )), ((m)), ((o)), ((b)), ((i)), ((l)), ((e)))","(((j)), ((u)), ((a)), ((n)), (( )), ((d)), ((i)), ((e)), ((g)), ((o)), (( )), ((f)), ((l)), ((Ã)), ((³)), ((r)), ((e)), ((z)), (( )), ((/)), (( )), ((o)), ((r)), ((c)), ((h)), ((e)), ((s)), ((t)), ((r)), ((a)), (( )), ((s)), ((i)), ((n)), ((f)), ((o)), ((n)), ((i)), ((c)), ((a)), (( )), ((d)), ((i)), (( )), ((m)), ((i)), ((l)), ((a)), ((n)), ((o)), (( )), ((g)), ((i)), ((u)), ((s)), ((e)), ((p)), ((p)), ((e)), (( )), ((v)), ((e)), ((r)), ((d)), ((i)), (( )), ((/)), (( )), ((c)), ((a)), ((r)), ((l)), ((o)), (( )), ((r)), ((i)), ((z)), ((z)), ((i)))",0,"(((l)), ((a)), (( )), ((d)), ((o)), ((n)), ((n)), ((a)), (( )), ((Ã)), ((¨)), (( )), ((m)), ((o)), ((b)), ((i)), ((l)), ((e)))","(((g)), ((i)), ((u)), ((s)), ((e)), ((p)), ((p)), ((e)), (( )), ((v)), ((e)), ((r)), ((d)), ((i)))",2002,1
115469,637289,586867,"(((j)), ((a)), ((c)), ((k)), ((i)), ((e)), (( )), ((w)), ((i)), ((l)), ((s)), ((o)), ((n)), (( )), ((s)), ((a)), ((i)), ((d)), (( )), ((()), ((i)), ((')), ((m)), (( )), ((i)), ((n)), (( )), ((h)), ((e)), ((a)), ((v)), ((e)), ((n)), (( )), ((w)), ((h)), ((e)), ((n)), (( )), ((y)), ((o)), ((u)), (( )), ((s)), ((m)), ((i)), ((l)), ((e)), (())))","(((v)), ((a)), ((n)), (( )), ((m)), ((o)), ((r)), ((r)), ((i)), ((s)), ((o)), ((n)))",1972,"(((j)), ((a)), ((c)), ((k)), ((i)), ((e)), (( )), ((w)), ((i)), ((l)), ((s)), ((o)), ((n)), (( )), ((s)), ((a)), ((i)), ((d)), (( )), ((()), ((i)), ((m)), (( )), ((i)), ((n)), (( )), ((h)), ((e)), ((a)), ((v)), ((e)), ((n)), (( )), ((w)), ((h)), ((e)), ((n)), (( )), ((y)), ((o)), ((u)), (( )), ((s)), ((m)), ((i)), ((l)), ((e)), (())))","(((v)), ((a)), ((n)), (( )), ((m)), ((o)), ((r)), ((r)), ((i)), ((s)), ((o)), ((n)))",1991,1
116572,419152,336779,"(((m)), ((a)), ((r)), ((i)), ((a)), (( )), ((m)), ((a)), ((e)))","(((d)), ((a)), ((v)), ((e)), (( )), ((e)), ((g)), ((g)), ((a)), ((r)))",2005,"(((m)), ((a)), ((r)), ((i)), ((a)), (( )), ((m)), ((a)), ((e)))","(((d)), ((a)), ((v)), ((e)), (( )), ((e)), ((g)), ((g)), ((a)), ((r)), ((+)), ((l)), ((e)), ((f)), ((t)), (( )), ((o)), ((f)), (( )), ((b)), ((l)), ((u)), ((e)), ((+)), ((m)), ((i)), ((c)), ((h)), ((a)), ((e)), ((l)), (( )), ((p)), ((a)), ((r)), ((i)), ((s)), ((+)), ((d)), ((a)), ((v)), ((i)), ((d)), (( )), ((s)), ((c)), ((h)), ((o)), ((m)), ((m)), ((e)), ((r)), ((+)), ((d)), ((a)), ((v)), ((i)), (( )), ((v)), ((i)), ((e)), ((i)), ((r)), ((a)))",2007,1
118178,270399,80395,"(((t)), ((e)), ((n)), ((i)), ((a)), (( )), ((t)), ((a)), ((n)), ((t)), ((o)), (( )), ((q)), ((u)), ((e)), (( )), ((d)), ((a)), ((r)), ((t)), ((e)))","(((n)), ((e)), ((n)), ((a)), (( )), ((d)), ((a)), ((c)), ((o)), ((n)), ((t)), ((e)))",2008,"(((t)), ((e)), ((n)), ((Ã)), ((­)), ((a)), (( )), ((t)), ((a)), ((n)), ((t)), ((o)), (( )), ((q)), ((u)), ((e)), (( )), ((d)), ((a)), ((r)), ((t)), ((e)))","(((m)), ((a)), ((i)), (( )), ((m)), ((e)), ((n)), ((e)), ((s)), ((e)), ((s)), ((+)), ((k)), ((i)), ((m)), (( )), ((f)), ((a)), ((n)), ((l)), ((o)), ((+)), ((f)), ((r)), ((a)), ((n)), ((c)), ((i)), ((s)), ((c)), ((o)), (( )), ((j)), ((.)), (( )), ((u)), ((r)), ((c)), ((h)), ((e)), ((g)), ((u)), ((i)), ((+)), ((n)), ((e)), ((n)), ((a)), (( )), ((d)), ((a)), ((c)), ((o)), ((n)), ((t)), ((e)))",2004,1
119310,502158,181734,"(((t)), ((e)), ((m)), ((a)), (( )), ((d)), ((e)), (( )), ((a)), ((b)), ((e)), ((r)), ((t)), ((u)), ((r)), ((a)), (( )), ((()), ((g)), ((a)), ((r)), ((o)), ((t)), ((a)), (( )), ((d)), ((e)), (( )), ((i)), ((p)), ((a)), ((n)), ((e)), ((m)), ((a)), (())))","(((o)), ((r)), ((q)), ((u)), ((e)), ((s)), ((t)), ((r)), ((a)))",1967,"(((t)), ((e)), ((m)), ((a)), (( )), ((d)), ((e)), (( )), ((c)), ((r)), ((i)), ((s)), ((t)), ((i)), ((n)), ((a)))","(((b)), ((r)), ((i)), ((a)), ((m)), ((o)), ((n)), ((t)), ((e)), (( )), ((o)), ((r)), ((q)), ((u)), ((e)), ((s)), ((t)), ((r)), ((a)))",1970,0
122269,953633,66657,"(((Ã)), (()), (( )), ((e)), ((s)), ((p)), ((e)), ((r)), ((a)), (( )), ((d)), ((e)), (( )), ((g)), ((o)), ((d)), ((o)), ((t)))","(((d)), ((e)), ((l)), ((f)), ((i)), ((n)), ((s)))",0,"(((Ã)), (()), (( )), ((e)), ((s)), ((p)), ((e)), ((r)), ((a)), (( )), ((d)), ((e)), (( )), ((g)), ((o)), ((d)), ((o)), ((t)))","(((d)), ((e)), ((l)), ((f)), ((i)), ((n)), ((s)))",2007,1
122514,703753,678834,"(((y)), ((o)), ((u)), (( )), ((a)), ((r)), ((e)), (( )), ((m)), ((y)), (( )), ((s)), ((u)), ((n)), ((s)), ((h)), ((i)), ((n)), ((e)))","(((j)), ((i)), ((m)), ((m)), ((i)), ((e)), (( )), ((d)), ((a)), ((v)), ((i)), ((s)))",1940,"(((y)), ((o)), ((u)), (( )), ((a)), ((r)), ((e)), (( )), ((m)), ((y)), (( )), ((s)), ((u)), ((n)), ((s)), ((h)), ((i)), ((n)), ((e)))","(((j)), ((i)), ((m)), ((m)), ((i)), ((e)), (( )), ((d)), ((a)), ((v)), ((i)), ((s)), ((+)), ((c)), ((h)), ((a)), ((r)), ((l)), ((e)), ((s)), (( )), ((m)), ((i)), ((t)), ((c)), ((h)), ((e)), ((l)), ((l)), ((+)), ((p)), ((a)), ((u)), ((l)), ((i)), ((n)), ((e)), (( )), ((r)), ((o)), ((b)), ((e)), ((r)), ((t)), ((s)))",2001,1
123108,860857,505313,"(((f)), ((r)), ((a)), ((g)), ((i)), ((l)), ((e)))","(((s)), ((t)), ((i)), ((n)), ((g)))",1987,"(((f)), ((r)), ((a)), ((g)), ((i)), ((l)), ((e)))","(((s)), ((t)), ((i)), ((n)), ((g)))",2005,1
124850,877186,1761,"(((b)), ((l)), ((a)), ((c)), ((k)), (( )), ((o)), ((r)), (( )), ((w)), ((h)), ((i)), ((t)), ((e)), (( )), ((()), ((t)), ((h)), ((e)), (( )), ((c)), ((l)), ((i)), ((v)), ((i)), ((l)), ((l)), ((e)), ((s)), (( )), ((&)), (( )), ((c)), ((o)), ((l)), ((e)), (( )), (( )), (( )), (( )), ((r)), ((a)), ((d)), ((i)), ((o)), (( )), ((m)), ((i)), ((x)), (())))","(((m)), ((i)), ((c)), ((h)), ((a)), ((e)), ((l)), (( )), ((j)), ((a)), ((c)), ((k)), ((s)), ((o)), ((n)))",0,"(((b)), ((l)), ((a)), ((c)), ((k)), (( )), ((o)), ((r)), (( )), ((w)), ((h)), ((i)), ((t)), ((e)))","(((m)), ((i)), ((c)), ((h)), ((a)), ((e)), ((l)), (( )), ((j)), ((a)), ((c)), ((k)), ((s)), ((o)), ((n)))",2005,1
125121,253364,722225,"(((w)), ((h)), ((e)), ((n)), (( )), ((t)), ((h)), ((e)), (( )), ((m)), ((o)), ((o)), ((n)), (( )), ((c)), ((o)), ((m)), ((e)), ((s)), (( )), ((o)), ((v)), ((e)), ((r)), (( )), ((t)), ((h)), ((e)), (( )), ((m)), ((o)), ((u)), ((n)), ((t)), ((a)), ((i)), ((n)))","(((k)), ((a)), ((t)), ((e)), (( )), ((s)), ((m)), ((i)), ((t)), ((h)))",1999,"(((w)), ((h)), ((e)), ((n)), (( )), ((t)), ((h)), ((e)), (( )), ((m)), ((o)), ((o)), ((n)), (( )), ((c)), ((o)), ((m)), ((e)), ((s)), (( )), ((o)), ((v)), ((e)), ((r)), (( )), ((t)), ((h)), ((e)), (( )), ((m)), ((o)), ((u)), ((n)), ((t)), ((a)), ((i)), ((n)))","(((k)), ((a)), ((t)), ((e)), (( )), ((s)), ((m)), ((i)), ((t)), ((h)), ((+)), ((h)), ((o)), ((w)), ((a)), ((r)), ((d)), (( )), ((j)), ((o)), ((h)), ((n)), ((s)), ((o)), ((n)), ((+)), ((h)), ((a)), ((r)), ((r)), ((y)), (( )), ((m)), ((.)), (( )), ((w)), ((o)), ((o)), ((d)), ((s)))",1937,1
126051,636577,59132,"(((r)), ((o)), ((c)), ((k)), (( )), ((t)), ((h)), ((i)), ((s)), (( )), ((t)), ((o)), ((w)), ((n)))","(((b)), ((r)), ((i)), ((a)), ((n)), (( )), ((s)), ((e)), ((t)), ((z)), ((e)), ((r)), (( )), ((o)), ((r)), ((c)), ((h)), ((e)), ((s)), ((t)), ((r)), ((a)))",1998,"(((r)), ((o)), ((c)), ((k)), (( )), ((t)), ((h)), ((i)), ((s)), (( )), ((t)), ((o)), ((w)), ((n)))","(((b)), ((r)), ((i)), ((a)), ((n)), (( )), ((s)), ((e)), ((t)), ((z)), ((e)), ((r)), ((+)), ((j)), ((o)), ((e)), ((y)), (( )), ((f)), ((a)), ((t)), ((o)), ((n)), ((e)))",2005,1
126710,920063,205303,"(((s)), ((u)), ((p)), ((e)), ((r)), ((m)), ((a)), ((n)))","(((l)), ((a)), ((z)), ((l)), ((o)), (( )), ((b)), ((a)), ((n)), ((e)))",2000,"(((s)), ((u)), ((p)), ((e)), ((r)), ((m)), ((a)), ((n)))","(((l)), ((a)), ((z)), ((l)), ((o)), (( )), ((b)), ((a)), ((n)), ((e)))",2001,1
129484,510266,395550,"(((a)), ((i)), ((n)), ((')), ((t)), (( )), ((n)), ((o)), (( )), ((s)), ((u)), ((n)), ((s)), ((h)), ((i)), ((n)), ((e)))","(((b)), ((i)), ((l)), ((l)), (( )), ((w)), ((i)), ((t)), ((h)), ((e)), ((r)), ((s)))",1971,"(((a)), ((i)), ((n)), ((t)), (( )), ((n)), ((o)), (( )), ((s)), ((u)), ((n)), ((s)), ((h)), ((i)), ((n)), ((e)))","(((b)), ((i)), ((l)), ((l)), (( )), ((w)), ((i)), ((t)), ((h)), ((e)), ((r)), ((s)))",2015,1
131694,819217,321395,"(((t)), ((h)), ((i)), ((s)), (( )), ((c)), ((h)), ((a)), ((r)), ((m)), ((i)), ((n)), ((g)), (( )), ((m)), ((a)), ((n)))","(((t)), ((h)), ((e)), (( )), ((s)), ((m)), ((i)), ((t)), ((h)), ((s)))",1983,"(((t)), ((h)), ((i)), ((s)), (( )), ((c)), ((h)), ((a)), ((r)), ((m)), ((i)), ((n)), ((g)), (( )), ((m)), ((a)), ((n)))","(((m)), ((o)), ((r)), ((r)), ((i)), ((s)), ((s)), ((e)), ((y)), ((+)), ((j)), ((o)), ((h)), ((n)), ((n)), ((y)), (( )), ((m)), ((a)), ((r)), ((r)), ((+)), ((t)), ((h)), ((e)), (( )), ((s)), ((m)), ((i)), ((t)), ((h)), ((s)))",1973,1
132007,304289,465786,"(((p)), ((a)), ((t)), ((a)), (( )), ((p)), ((a)), ((t)), ((a)), (( )), ((()), ((a)), ((l)), ((b)), ((u)), ((m)), (( )), ((v)), ((e)), ((r)), ((s)), ((i)), ((o)), ((n)), (())))","(((m)), ((i)), ((r)), ((i)), ((a)), ((m)), (( )), ((m)), ((a)), ((k)), ((e)), ((b)), ((a)))",1967,"(((p)), ((a)), ((t)), ((a)), (( )), ((p)), ((a)), ((t)), ((a)))","(((m)), ((i)), ((r)), ((i)), ((a)), ((m)), (( )), ((m)), ((a)), ((k)), ((e)), ((b)), ((a)))",2012,1
133031,946364,552904,"(((t)), ((h)), ((e)), (( )), ((b)), ((o)), ((t)), ((t)), ((l)), ((e)))","(((g)), ((i)), ((l)), (( )), ((s)), ((c)), ((o)), ((t)), ((t)), ((-)), ((h)), ((e)), ((r)), ((o)), ((n)))",1974,"(((t)), ((h)), ((e)), (( )), ((b)), ((o)), ((t)), ((t)), ((l)), ((e)))","(((g)), ((i)), ((l)), (( )), ((s)), ((c)), ((o)), ((t)), ((t)), ((-)), ((h)), ((e)), ((r)), ((o)), ((n)))",2005,1
134674,754254,225375,"(((s)), ((t)), ((a)), ((r)), (( )), ((t)), ((r)), ((e)), ((k)), ((:)), (( )), ((f)), ((i)), ((r)), ((s)), ((t)), (( )), ((c)), ((o)), ((n)), ((t)), ((a)), ((c)), ((t)), ((-)), (( )), ((e)), ((n)), ((d)), (( )), ((t)), ((i)), ((t)), ((l)), ((e)))","(((j)), ((e)), ((r)), ((r)), ((y)), (( )), ((g)), ((o)), ((l)), ((d)), ((s)), ((m)), ((i)), ((t)), ((h)))",0,"(((e)), ((n)), ((d)), (( )), ((t)), ((i)), ((t)), ((l)), ((e)))","(((j)), ((o)), ((e)), ((l)), (( )), ((g)), ((o)), ((l)), ((d)), ((s)), ((m)), ((i)), ((t)), ((h)))",1997,1
135248,645796,612127,"(((o)), ((n)), (( )), ((s)), ((t)), ((a)), ((n)), ((d)), ((b)), ((y)))","(((s)), ((h)), ((e)), ((d)), (( )), ((s)), ((e)), ((v)), ((e)), ((n)))",1996,"(((o)), ((n)), (( )), ((s)), ((t)), ((a)), ((n)), ((d)), ((b)), ((y)))","(((p)), ((a)), ((u)), ((l)), (( )), ((b)), ((a)), ((n)), ((k)), ((s)), ((+)), ((t)), ((o)), ((m)), (( )), ((g)), ((l)), ((a)), ((d)), ((w)), ((i)), ((n)), ((+)), ((a)), ((l)), ((a)), ((n)), (( )), ((l)), ((e)), ((a)), ((c)), ((h)), ((+)), ((r)), ((i)), ((c)), ((k)), (( )), ((w)), ((i)), ((t)), ((t)), ((e)), ((r)), ((+)), ((s)), ((h)), ((e)), ((d)), (( )), ((s)), ((e)), ((v)), ((e)), ((n)))",1996,1
137065,889692,694283,"(((c)), ((o)), ((w)), ((b)), ((o)), ((y)))","(((h)), ((a)), ((r)), ((r)), ((y)), (( )), ((n)), ((i)), ((l)), ((s)), ((s)), ((o)), ((n)))",1989,"(((o)), ((c)), ((e)), ((a)), ((n)), ((i)), ((c)), (( )), ((s)), ((p)), ((a)), ((c)), ((e)), (( )), ((c)), ((o)), ((w)), ((b)), ((o)), ((y)))","(((h)), ((a)), ((r)), ((r)), ((y)), (( )), ((c)), ((h)), ((r)), ((i)), ((s)), ((t)), ((e)), ((l)), ((i)), ((s)), ((+)), ((s)), ((a)), ((m)), (( )), ((m)), ((o)), ((r)), ((g)), ((a)), ((n)))",2010,0
137584,12692,57914,"(((s)), ((a)), ((y)), (( )), ((h)), ((e)), ((y)), (( )), ((()), ((i)), (( )), ((l)), ((o)), ((v)), ((e)), (( )), ((y)), ((o)), ((u)), (())))","(((m)), ((i)), ((c)), ((h)), ((a)), ((e)), ((l)), (( )), ((f)), ((r)), ((a)), ((n)), ((t)), ((i)), (( )), ((&)), (( )), ((s)), ((p)), ((e)), ((a)), ((r)), ((h)), ((e)), ((a)), ((d)), (( )), ((/)), (( )), ((c)), ((h)), ((e)), ((r)), ((i)), ((n)), ((e)), (( )), ((a)), ((n)), ((d)), ((e)), ((r)), ((s)), ((o)), ((n)))",2009,"(((s)), ((a)), ((y)), (( )), ((h)), ((e)), ((y)), (( )), ((()), ((i)), (( )), ((l)), ((o)), ((v)), ((e)), (( )), ((y)), ((o)), ((u)), (())))","(((m)), ((i)), ((c)), ((h)), ((a)), ((e)), ((l)), (( )), ((f)), ((r)), ((a)), ((n)), ((t)), ((i)), ((+)), ((c)), ((a)), ((r)), ((l)), (( )), ((y)), ((o)), ((u)), ((n)), ((g)))",2004,1
139502,142027,215699,"(((b)), ((o)), ((o)), ((g)), ((i)), ((e)), (( )), ((w)), ((o)), ((n)), ((d)), ((e)), ((r)), ((l)), ((a)), ((n)), ((d)))","(((e)), ((a)), ((r)), ((t)), ((h)), ((_)), (( )), ((w)), ((i)), ((n)), ((d)), (( )), ((&)), (( )), ((f)), ((i)), ((r)), ((e)), (( )), ((w)), ((i)), ((t)), ((h)), (( )), ((t)), ((h)), ((e)), (( )), ((e)), ((m)), ((o)), ((t)), ((i)), ((o)), ((n)), ((s)))",1987,"(((b)), ((o)), ((o)), ((g)), ((i)), ((e)), (( )), ((w)), ((o)), ((n)), ((d)), ((e)), ((r)), ((l)), ((a)), ((n)), ((d)))","(((j)), ((o)), ((n)), (( )), ((l)), ((i)), ((n)), ((d)), ((+)), ((a)), ((l)), ((l)), ((e)), ((e)), (( )), ((w)), ((i)), ((l)), ((l)), ((i)), ((s)), ((+)), ((e)), ((a)), ((r)), ((t)), ((h)), (( )), ((w)), ((i)), ((n)), ((d)), ((+)), ((f)), ((i)), ((r)), ((e)), ((+)), ((t)), ((h)), ((e)), (( )), ((e)), ((m)), ((o)), ((t)), ((i)), ((o)), ((n)), ((s)))",2008,1
139524,685747,56429,"(((a)), ((l)), ((l)), (( )), ((d)), ((a)), ((y)), (( )), ((a)), ((l)), ((l)), (( )), ((n)), ((i)), ((g)), ((h)), ((t)))","(((z)), ((i)), ((g)), ((g)), ((y)), (( )), ((m)), ((a)), ((r)), ((l)), ((e)), ((y)), (( )), ((a)), ((n)), ((d)), (( )), ((t)), ((h)), ((e)), (( )), ((m)), ((e)), ((l)), ((o)), ((d)), ((y)), (( )), ((m)), ((a)), ((k)), ((e)), ((r)), ((s)))",0,"(((u)), ((p)), (( )), ((a)), ((l)), ((l)), (( )), ((n)), ((i)), ((g)), ((h)), ((t)))","(((m)), ((e)), ((l)), ((o)), ((d)), ((y)), (( )), ((s)), ((w)), ((e)), ((e)), ((t)), ((s)))",2011,0
142578,19474,376318,"(((o)), ((p)), ((u)), ((s)), (( )), ((n)), ((o)), ((.)), (( )), ((1)), ((3)))","(((d)), ((u)), ((s)), ((t)), ((i)), ((n)), (( )), ((o)), ((')), ((h)), ((a)), ((l)), ((l)), ((o)), ((r)), ((a)), ((n)))",2004,"(((o)), ((p)), ((u)), ((s)), (( )), ((1)), ((3)))","(((d)), ((u)), ((s)), ((t)), ((i)), ((n)), (( )), ((o)), ((h)), ((a)), ((l)), ((l)), ((o)), ((r)), ((a)), ((n)))",2008,1
143166,571014,602856,"(((w)), ((e)), ((e)), ((p)), ((i)), ((n)), ((g)), (( )), ((m)), ((a)), ((r)), ((y)))","(((e)), ((l)), ((v)), ((i)), ((s)), (( )), ((p)), ((e)), ((r)), ((k)), ((i)), ((n)), ((s)), (( )), ((i)), ((n)), (( )), ((d)), ((e)), ((a)), ((r)), ((l)), ((a)), ((n)), ((d)))",2009,"(((w)), ((e)), ((e)), ((p)), ((i)), ((n)), ((g)), (( )), ((p)), ((i)), ((l)), ((g)), ((r)), ((i)), ((m)))","(((e)), ((l)), ((v)), ((i)), ((s)), (( )), ((p)), ((e)), ((r)), ((k)), ((i)), ((n)), ((s)), ((+)), ((e)), ((l)), ((v)), ((i)), ((s)), (( )), ((p)), ((e)), ((r)), ((k)), ((i)), ((n)), ((s)), (( )), (( )), ((i)), ((n)), (( )), ((d)), ((e)), ((a)), ((r)), ((l)), ((a)), ((n)), ((d)))",2011,0
145389,946015,493134,"(((n)), ((u)), ((m)), ((b)), ((e)), ((r)), (( )), ((o)), ((n)), ((e)))","(((j)), ((o)), ((h)), ((n)), (( )), ((l)), ((e)), ((g)), ((e)), ((n)), ((d)))",2005,"(((n)), ((u)), ((m)), ((b)), ((e)), ((r)), (( )), ((o)), ((n)), ((e)))","(((j)), ((o)), ((h)), ((n)), (( )), ((l)), ((e)), ((g)), ((e)), ((n)), ((d)))",2008,1
146047,929345,488141,"(((f)), ((o)), ((u)), ((n)), ((d)), (( )), ((a)), (( )), ((w)), ((a)), ((y)))","(((d)), ((r)), ((a)), ((k)), ((e)), (( )), ((b)), ((e)), ((l)), ((l)))",2005,"(((i)), (( )), ((f)), ((o)), ((u)), ((n)), ((d)), (( )), ((a)), (( )), ((w)), ((a)), ((y)))","(((d)), ((r)), ((a)), ((k)), ((e)), (( )), ((b)), ((e)), ((l)), ((l)))",2006,1
146367,958869,346532,"(((w)), ((h)), ((y)), (( )), ((d)), ((o)), (( )), ((f)), ((o)), ((o)), ((l)), ((s)), (( )), ((f)), ((a)), ((l)), ((l)), (( )), ((i)), ((n)), (( )), ((l)), ((o)), ((v)), ((e)))","(((f)), ((r)), ((a)), ((n)), ((k)), ((i)), ((e)), (( )), ((l)), ((y)), ((m)), ((o)), ((n)), (( )), ((a)), ((n)), ((d)), (( )), ((t)), ((h)), ((e)), (( )), ((t)), ((e)), ((e)), ((n)), ((a)), ((g)), ((e)), ((r)), ((s)))",1956,"(((w)), ((h)), ((y)), (( )), ((d)), ((o)), (( )), ((f)), ((o)), ((o)), ((l)), ((s)), (( )), ((f)), ((a)), ((l)), ((l)), (( )), ((i)), ((n)), (( )), ((l)), ((o)), ((v)), ((e)))","(((f)), ((r)), ((a)), ((n)), ((k)), ((i)), ((e)), (( )), ((l)), ((y)), ((m)), ((o)), ((n)), ((+)), ((m)), ((o)), ((r)), ((r)), ((i)), ((s)), (( )), ((l)), ((e)), ((v)), ((y)))",1973,1
